ID Producto,ID Tienda,Fecha de Venta,Cantidad Vendida,Precio Unitario,Categoría de Producto,Ubicación de Tienda,Promoción o Descuento,Estacionalidad,Método de Pago,Nivel de Inventario
Producto_15,Tienda_1,2022-07-05,22,416.12,Electrónica,Zona Oeste,0,1,Crédito,100
Producto_22,Tienda_7,2022-09-09,49,14.7,Juguetes,Zona Oeste,0,1,Crédito,50
Producto_7,Tienda_5,2023-11-05,80,297.49,Hogar,Zona Sur,0,1,Crédito,100
Producto_20,Tienda_5,2023-06-13,52,157.96,Hogar,Zona Norte,0,1,Tarjeta,500
Producto_19,Tienda_6,2023-07-27,32,441.49,Juguetes,Zona Oeste,1,0,Tarjeta,200
Producto_28,Tienda_3,2022-04-11,42,24.69,Electrónica,Zona Sur,1,0,Crédito,500
Producto_44,Tienda_9,2023-06-06,42,412.17,Electrónica,Zona Este,1,1,Crédito,300
Producto_26,Tienda_2,2023-07-05,23,67.28,Alimentos,Zona Norte,1,1,Tarjeta,30
Producto_10,Tienda_2,2022-05-15,7,237.31,Hogar,Zona Oeste,0,1,Efectivo,20
Producto_3,Tienda_6,2023-11-23,81,121.3,Hogar,Zona Norte,0,1,Crédito,5
Producto_48,Tienda_8,2023-01-04,34,485.64,Ropa,Zona Oeste,1,0,Crédito,10
Producto_48,Tienda_7,2023-09-03,82,499.61,Hogar,Zona Sur,0,0,Tarjeta,100
Producto_29,Tienda_5,2023-01-23,6,377.64,Ropa,Zona Este,0,0,Crédito,100
Producto_30,Tienda_9,2022-03-25,78,455.99,Ropa,Zona Este,1,1,Tarjeta,5
Producto_37,Tienda_6,2023-04-28,40,390.49,Electrónica,Zona Sur,0,1,Crédito,10
Producto_49,Tienda_6,2022-05-04,34,19.65,Alimentos,Zona Norte,1,1,Efectivo,300
Producto_36,Tienda_1,2023-08-10,19,30.13,Juguetes,Zona Este,1,0,Crédito,100
Producto_23,Tienda_8,2022-04-14,58,307.95,Electrónica,Zona Sur,0,0,Efectivo,20
Producto_35,Tienda_9,2022-04-03,27,478.39,Electrónica,Zona Este,1,0,Efectivo,20
Producto_27,Tienda_1,2023-12-05,43,45.24,Deportes,Zona Este,0,1,Crédito,30
Producto_48,Tienda_4,2023-02-12,20,494.82,Deportes,Zona Sur,0,1,Crédito,30
Producto_47,Tienda_2,2023-04-20,52,455.05,Deportes,Zona Este,1,1,Crédito,10
Producto_13,Tienda_7,2022-07-10,70,324.53,Deportes,Zona Oeste,0,1,Crédito,20
Producto_4,Tienda_8,2023-09-01,59,447.8,Juguetes,Zona Sur,1,1,Crédito,20
Producto_45,Tienda_1,2022-05-21,55,489.72,Alimentos,Zona Oeste,0,0,Crédito,5
Producto_25,Tienda_6,2022-06-04,57,210.01,Ropa,Zona Norte,1,1,Tarjeta,100
Producto_41,Tienda_8,2023-01-31,80,253.23,Deportes,Zona Norte,1,1,Efectivo,200
Producto_2,Tienda_8,2022-12-15,63,212.64,Alimentos,Zona Norte,0,0,Efectivo,500
Producto_33,Tienda_7,2023-12-13,79,441.55,Alimentos,Zona Oeste,1,1,Crédito,300
Producto_34,Tienda_2,2023-09-01,46,178.38,Alimentos,Zona Este,1,0,Crédito,100
Producto_1,Tienda_1,2022-02-05,2,349.0,Hogar,Zona Este,1,1,Crédito,5
Producto_40,Tienda_7,2022-02-21,31,472.43,Electrónica,Zona Oeste,0,1,Tarjeta,500
Producto_42,Tienda_7,2022-10-15,29,185.09,Juguetes,Zona Este,0,1,Crédito,200
Producto_5,Tienda_10,2023-04-14,6,109.31,Hogar,Zona Sur,0,0,Tarjeta,200
Producto_19,Tienda_9,2023-10-09,6,164.82,Juguetes,Zona Oeste,1,0,Crédito,30
Producto_43,Tienda_9,2023-07-27,25,117.68,Deportes,Zona Este,0,0,Tarjeta,300
Producto_6,Tienda_2,2023-10-27,34,335.48,Alimentos,Zona Oeste,1,1,Tarjeta,50
Producto_6,Tienda_6,2022-12-05,1,82.12,Hogar,Zona Sur,1,1,Tarjeta,500
Producto_33,Tienda_7,2022-04-27,71,213.93,Electrónica,Zona Este,0,1,Crédito,200
Producto_12,Tienda_4,2022-10-15,25,276.98,Electrónica,Zona Sur,0,1,Tarjeta,200
Producto_26,Tienda_8,2022-06-10,12,379.73,Juguetes,Zona Este,1,1,Crédito,10
Producto_25,Tienda_2,2022-03-07,54,422.14,Juguetes,Zona Oeste,0,0,Tarjeta,20
Producto_44,Tienda_4,2023-08-16,68,448.64,Ropa,Zona Sur,1,0,Tarjeta,10
Producto_23,Tienda_5,2023-11-15,65,206.8,Ropa,Zona Sur,1,0,Crédito,10
Producto_11,Tienda_8,2023-07-25,73,182.15,Deportes,Zona Oeste,0,1,Tarjeta,100
Producto_17,Tienda_5,2022-12-02,32,306.09,Hogar,Zona Este,1,0,Crédito,20
Producto_32,Tienda_4,2022-03-10,82,389.63,Juguetes,Zona Oeste,1,1,Efectivo,100
Producto_18,Tienda_5,2023-11-04,58,406.66,Hogar,Zona Oeste,0,0,Efectivo,5
Producto_26,Tienda_10,2022-09-01,69,25.92,Hogar,Zona Oeste,1,1,Crédito,20
Producto_8,Tienda_7,2022-10-21,79,27.01,Hogar,Zona Oeste,1,0,Efectivo,30
Producto_45,Tienda_3,2023-06-22,58,88.91,Ropa,Zona Norte,1,0,Crédito,30
Producto_29,Tienda_10,2023-03-10,51,46.72,Hogar,Zona Norte,0,0,Efectivo,300
Producto_4,Tienda_10,2022-04-24,39,143.37,Alimentos,Zona Oeste,0,0,Crédito,50
Producto_40,Tienda_6,2023-12-26,78,410.48,Juguetes,Zona Oeste,1,1,Efectivo,500
Producto_16,Tienda_8,2022-02-08,97,373.83,Deportes,Zona Oeste,1,0,Crédito,300
Producto_28,Tienda_9,2023-05-05,71,201.09,Juguetes,Zona Oeste,0,1,Crédito,200
Producto_8,Tienda_6,2022-09-14,24,310.18,Deportes,Zona Este,0,1,Tarjeta,50
Producto_2,Tienda_5,2022-02-28,23,443.48,Electrónica,Zona Este,0,1,Crédito,20
Producto_37,Tienda_9,2022-04-29,49,278.09,Ropa,Zona Oeste,1,0,Tarjeta,300
Producto_19,Tienda_10,2022-08-30,26,296.88,Juguetes,Zona Este,0,1,Efectivo,200
Producto_50,Tienda_3,2023-11-14,92,292.53,Ropa,Zona Oeste,0,1,Crédito,50
Producto_40,Tienda_1,2023-09-25,17,261.26,Hogar,Zona Sur,0,0,Efectivo,500
Producto_43,Tienda_2,2023-01-14,49,27.97,Hogar,Zona Sur,0,0,Crédito,500
Producto_31,Tienda_9,2023-02-12,28,247.49,Alimentos,Zona Oeste,0,0,Crédito,30
Producto_46,Tienda_6,2023-03-18,66,172.68,Hogar,Zona Este,0,0,Efectivo,20
Producto_50,Tienda_5,2023-06-22,89,470.29,Hogar,Zona Norte,0,1,Efectivo,200
Producto_22,Tienda_8,2023-06-07,54,97.55,Ropa,Zona Sur,1,1,Efectivo,500
Producto_2,Tienda_9,2022-04-04,28,215.47,Deportes,Zona Este,0,1,Crédito,5
Producto_22,Tienda_2,2022-11-22,97,345.43,Alimentos,Zona Norte,1,1,Tarjeta,100
Producto_2,Tienda_8,2023-04-30,82,366.18,Hogar,Zona Sur,0,0,Tarjeta,200
Producto_19,Tienda_10,2023-10-12,2,176.72,Deportes,Zona Sur,1,0,Tarjeta,50
Producto_30,Tienda_1,2022-07-18,18,25.59,Hogar,Zona Este,0,0,Crédito,100
Producto_18,Tienda_6,2022-07-28,95,152.95,Juguetes,Zona Este,1,0,Efectivo,100
Producto_27,Tienda_9,2023-01-20,2,222.27,Juguetes,Zona Este,1,1,Tarjeta,200
Producto_10,Tienda_8,2022-04-13,3,389.04,Alimentos,Zona Sur,0,1,Efectivo,50
Producto_32,Tienda_8,2023-06-18,47,444.93,Deportes,Zona Sur,1,0,Efectivo,50
Producto_36,Tienda_1,2023-11-26,14,102.93,Hogar,Zona Norte,0,1,Tarjeta,20
Producto_22,Tienda_10,2022-11-29,57,436.29,Electrónica,Zona Oeste,0,0,Crédito,500
Producto_28,Tienda_7,2023-09-25,55,411.58,Juguetes,Zona Este,0,1,Efectivo,100
Producto_24,Tienda_5,2022-02-26,57,79.21,Electrónica,Zona Este,1,0,Efectivo,50
Producto_33,Tienda_6,2023-02-07,23,213.97,Juguetes,Zona Norte,1,1,Crédito,300
Producto_10,Tienda_3,2022-08-03,9,164.79,Alimentos,Zona Este,1,1,Tarjeta,5
Producto_48,Tienda_10,2022-01-25,43,265.24,Alimentos,Zona Sur,0,0,Crédito,100
Producto_42,Tienda_4,2022-02-01,13,45.96,Juguetes,Zona Norte,1,0,Efectivo,100
Producto_33,Tienda_3,2023-12-19,69,42.06,Electrónica,Zona Este,0,1,Tarjeta,300
Producto_28,Tienda_10,2022-02-16,88,222.86,Hogar,Zona Este,0,1,Crédito,500
Producto_9,Tienda_2,2022-11-17,53,325.2,Electrónica,Zona Norte,1,0,Efectivo,20
Producto_7,Tienda_6,2023-07-15,47,88.98,Deportes,Zona Oeste,1,0,Crédito,5
Producto_50,Tienda_3,2023-02-22,70,391.33,Electrónica,Zona Oeste,0,1,Crédito,100
Producto_32,Tienda_8,2022-05-23,87,448.69,Juguetes,Zona Este,1,0,Crédito,30
Producto_26,Tienda_9,2023-01-14,63,123.38,Alimentos,Zona Oeste,0,0,Tarjeta,5
Producto_25,Tienda_4,2022-04-28,68,142.38,Juguetes,Zona Oeste,1,1,Tarjeta,50
Producto_41,Tienda_9,2023-06-23,9,466.96,Electrónica,Zona Este,0,0,Efectivo,5
Producto_29,Tienda_9,2022-06-27,90,394.56,Alimentos,Zona Oeste,0,1,Tarjeta,20
Producto_33,Tienda_3,2023-01-11,79,238.92,Juguetes,Zona Oeste,0,0,Tarjeta,100
Producto_25,Tienda_9,2023-10-21,39,17.19,Deportes,Zona Este,0,1,Efectivo,30
Producto_34,Tienda_3,2022-12-25,72,110.08,Juguetes,Zona Este,1,0,Tarjeta,5
Producto_42,Tienda_5,2023-12-29,58,185.51,Juguetes,Zona Este,0,1,Crédito,100
Producto_16,Tienda_10,2022-08-02,4,411.17,Juguetes,Zona Norte,0,1,Crédito,200
Producto_12,Tienda_3,2023-09-17,54,434.28,Alimentos,Zona Este,0,0,Efectivo,300
Producto_14,Tienda_1,2023-05-23,96,157.47,Electrónica,Zona Este,0,0,Crédito,200
Producto_47,Tienda_2,2022-02-12,40,263.17,Deportes,Zona Norte,0,0,Efectivo,200
Producto_28,Tienda_8,2023-07-11,1,319.42,Hogar,Zona Norte,1,1,Efectivo,100
Producto_47,Tienda_9,2023-08-07,93,269.89,Alimentos,Zona Este,1,0,Tarjeta,10
Producto_38,Tienda_2,2022-06-15,50,170.92,Juguetes,Zona Este,1,1,Crédito,20
Producto_32,Tienda_1,2023-06-18,59,398.66,Electrónica,Zona Sur,0,1,Tarjeta,500
Producto_48,Tienda_7,2022-10-13,43,287.07,Alimentos,Zona Oeste,1,0,Efectivo,30
Producto_16,Tienda_10,2022-01-28,21,376.8,Ropa,Zona Oeste,1,0,Efectivo,500
Producto_35,Tienda_7,2023-10-03,74,228.78,Deportes,Zona Norte,1,0,Tarjeta,100
Producto_33,Tienda_2,2022-04-08,43,245.4,Electrónica,Zona Este,1,1,Efectivo,10
Producto_23,Tienda_6,2022-10-02,63,357.54,Electrónica,Zona Oeste,0,1,Crédito,300
Producto_9,Tienda_4,2023-10-03,35,73.89,Electrónica,Zona Sur,1,1,Tarjeta,200
Producto_22,Tienda_3,2023-10-22,23,214.34,Ropa,Zona Norte,1,0,Crédito,10
Producto_7,Tienda_3,2022-04-11,78,159.23,Juguetes,Zona Norte,0,1,Tarjeta,5
Producto_37,Tienda_8,2023-01-03,38,200.03,Electrónica,Zona Oeste,0,1,Efectivo,300
Producto_4,Tienda_9,2022-07-14,12,444.76,Alimentos,Zona Oeste,0,1,Tarjeta,10
Producto_34,Tienda_1,2022-04-06,90,430.45,Electrónica,Zona Norte,1,0,Efectivo,50
Producto_23,Tienda_8,2022-03-22,61,377.37,Hogar,Zona Sur,1,0,Efectivo,30
Producto_37,Tienda_2,2022-03-10,96,35.13,Deportes,Zona Este,0,1,Tarjeta,500
Producto_48,Tienda_5,2022-08-12,49,419.5,Deportes,Zona Este,0,1,Crédito,100
Producto_49,Tienda_9,2023-09-13,29,165.87,Ropa,Zona Sur,1,1,Tarjeta,5
Producto_4,Tienda_10,2022-01-09,86,116.77,Electrónica,Zona Sur,0,1,Efectivo,500
Producto_3,Tienda_10,2022-09-23,10,484.14,Hogar,Zona Norte,0,0,Tarjeta,10
Producto_16,Tienda_6,2022-09-17,5,403.95,Deportes,Zona Este,1,0,Efectivo,200
Producto_17,Tienda_10,2022-12-11,76,292.63,Hogar,Zona Norte,1,0,Efectivo,5
Producto_43,Tienda_2,2023-10-08,19,173.54,Alimentos,Zona Sur,0,0,Crédito,300
Producto_17,Tienda_2,2023-09-12,88,16.04,Electrónica,Zona Sur,1,0,Efectivo,10
Producto_37,Tienda_1,2023-12-25,39,65.2,Juguetes,Zona Oeste,0,1,Efectivo,20
Producto_4,Tienda_3,2023-04-20,54,42.12,Alimentos,Zona Este,1,1,Tarjeta,5
Producto_32,Tienda_4,2023-10-18,44,110.05,Ropa,Zona Sur,0,1,Efectivo,100
Producto_50,Tienda_8,2023-05-07,36,127.6,Alimentos,Zona Este,1,0,Tarjeta,500
Producto_35,Tienda_5,2022-01-01,28,423.48,Juguetes,Zona Sur,1,1,Tarjeta,200
Producto_31,Tienda_6,2022-06-25,65,212.38,Hogar,Zona Este,0,0,Tarjeta,20
Producto_22,Tienda_3,2023-04-09,57,283.14,Electrónica,Zona Norte,1,1,Crédito,50
Producto_24,Tienda_10,2022-11-14,51,435.65,Juguetes,Zona Sur,1,0,Efectivo,5
Producto_31,Tienda_3,2023-10-07,66,273.33,Alimentos,Zona Este,0,0,Efectivo,50
Producto_18,Tienda_4,2022-06-26,7,50.73,Juguetes,Zona Norte,1,0,Tarjeta,100
Producto_41,Tienda_9,2023-06-27,53,22.0,Hogar,Zona Este,1,0,Efectivo,30
Producto_15,Tienda_2,2022-08-07,47,308.01,Deportes,Zona Oeste,0,0,Efectivo,200
Producto_37,Tienda_7,2022-09-18,50,133.78,Deportes,Zona Este,0,1,Tarjeta,30
Producto_13,Tienda_9,2022-06-30,76,152.97,Ropa,Zona Oeste,0,1,Efectivo,100
Producto_40,Tienda_4,2022-02-28,52,80.64,Deportes,Zona Este,0,1,Tarjeta,10
Producto_18,Tienda_3,2023-01-23,11,428.49,Ropa,Zona Norte,0,0,Tarjeta,300
Producto_46,Tienda_9,2023-05-16,19,208.66,Juguetes,Zona Este,0,0,Crédito,200
Producto_45,Tienda_9,2022-08-31,90,241.12,Hogar,Zona Oeste,1,1,Efectivo,50
Producto_21,Tienda_3,2022-03-27,92,180.45,Deportes,Zona Oeste,0,0,Tarjeta,10
Producto_9,Tienda_1,2022-02-23,72,491.94,Ropa,Zona Oeste,1,0,Crédito,500
Producto_44,Tienda_3,2022-03-31,9,47.63,Ropa,Zona Este,0,0,Tarjeta,30
Producto_25,Tienda_1,2022-04-18,6,336.45,Ropa,Zona Sur,0,0,Efectivo,200
Producto_45,Tienda_3,2022-07-03,83,36.36,Hogar,Zona Oeste,0,1,Efectivo,5
Producto_16,Tienda_8,2022-10-16,54,478.51,Juguetes,Zona Oeste,1,0,Efectivo,500
Producto_42,Tienda_2,2023-06-26,92,106.53,Hogar,Zona Este,1,0,Efectivo,10
Producto_42,Tienda_10,2023-11-20,36,250.01,Ropa,Zona Este,1,0,Crédito,300
Producto_17,Tienda_5,2022-08-07,26,343.56,Hogar,Zona Este,0,1,Efectivo,50
Producto_28,Tienda_8,2022-12-18,5,124.09,Electrónica,Zona Norte,0,0,Tarjeta,10
Producto_39,Tienda_6,2022-11-15,17,286.17,Juguetes,Zona Oeste,1,1,Tarjeta,30
Producto_34,Tienda_1,2022-11-15,69,422.31,Electrónica,Zona Sur,0,0,Efectivo,20
Producto_50,Tienda_5,2023-03-05,72,371.06,Deportes,Zona Este,1,0,Tarjeta,100
Producto_39,Tienda_7,2023-06-30,90,96.14,Deportes,Zona Este,0,0,Efectivo,200
Producto_41,Tienda_8,2023-10-29,36,220.84,Alimentos,Zona Sur,0,0,Tarjeta,10
Producto_41,Tienda_6,2022-01-27,13,226.22,Alimentos,Zona Este,1,0,Efectivo,5
Producto_50,Tienda_6,2022-03-11,85,235.05,Juguetes,Zona Sur,1,1,Tarjeta,10
Producto_49,Tienda_10,2022-06-02,30,426.47,Hogar,Zona Este,1,0,Efectivo,50
Producto_19,Tienda_8,2022-02-05,50,58.41,Deportes,Zona Oeste,0,1,Tarjeta,300
Producto_36,Tienda_2,2022-06-13,84,120.13,Juguetes,Zona Oeste,0,0,Crédito,30
Producto_48,Tienda_7,2022-02-21,26,402.75,Electrónica,Zona Norte,0,1,Efectivo,500
Producto_18,Tienda_4,2023-05-24,27,494.01,Deportes,Zona Este,0,1,Tarjeta,300
Producto_33,Tienda_7,2023-10-22,78,271.64,Juguetes,Zona Norte,0,1,Efectivo,5
Producto_30,Tienda_4,2022-11-01,86,499.34,Electrónica,Zona Oeste,1,0,Tarjeta,10
Producto_20,Tienda_6,2022-05-28,47,347.17,Hogar,Zona Este,0,0,Crédito,500
Producto_11,Tienda_8,2023-02-26,82,139.36,Hogar,Zona Oeste,0,0,Tarjeta,5
Producto_5,Tienda_3,2022-03-24,40,380.69,Ropa,Zona Sur,0,0,Tarjeta,100
Producto_29,Tienda_9,2023-08-06,99,150.89,Electrónica,Zona Sur,1,0,Tarjeta,200
Producto_23,Tienda_9,2022-04-06,69,487.8,Hogar,Zona Este,1,0,Efectivo,20
Producto_49,Tienda_4,2023-01-10,42,341.59,Electrónica,Zona Sur,1,1,Tarjeta,50
Producto_50,Tienda_6,2023-07-13,11,21.03,Deportes,Zona Sur,0,1,Efectivo,20
Producto_48,Tienda_4,2023-03-15,63,58.79,Ropa,Zona Este,0,0,Crédito,500
Producto_22,Tienda_5,2022-01-01,38,463.93,Alimentos,Zona Este,0,1,Tarjeta,5
Producto_32,Tienda_9,2023-02-12,42,436.43,Hogar,Zona Norte,0,1,Crédito,30
Producto_7,Tienda_4,2023-09-29,1,182.66,Juguetes,Zona Oeste,0,0,Efectivo,30
Producto_45,Tienda_1,2022-09-12,35,64.05,Electrónica,Zona Este,0,1,Efectivo,50
Producto_14,Tienda_9,2022-01-05,14,318.17,Hogar,Zona Oeste,1,1,Efectivo,20
Producto_11,Tienda_6,2023-10-10,28,310.73,Ropa,Zona Este,0,1,Crédito,100
Producto_29,Tienda_6,2022-12-04,79,181.84,Alimentos,Zona Este,0,1,Efectivo,200
Producto_33,Tienda_5,2023-08-25,38,456.39,Ropa,Zona Norte,1,1,Tarjeta,200
Producto_23,Tienda_1,2022-01-09,30,479.0,Hogar,Zona Oeste,0,1,Crédito,100
Producto_36,Tienda_6,2023-12-05,58,151.27,Electrónica,Zona Este,0,1,Crédito,10
Producto_38,Tienda_4,2022-07-15,50,185.99,Alimentos,Zona Este,0,0,Tarjeta,100
Producto_2,Tienda_10,2023-01-12,13,208.73,Juguetes,Zona Sur,0,0,Tarjeta,5
Producto_24,Tienda_4,2022-12-22,8,7.31,Deportes,Zona Este,0,0,Crédito,500
Producto_42,Tienda_5,2022-05-12,28,85.43,Deportes,Zona Este,0,0,Crédito,100
Producto_35,Tienda_7,2022-10-27,22,484.53,Juguetes,Zona Oeste,0,0,Efectivo,100
Producto_12,Tienda_3,2023-10-09,39,414.54,Hogar,Zona Oeste,1,1,Tarjeta,5
Producto_11,Tienda_5,2023-03-26,82,48.94,Juguetes,Zona Este,0,1,Efectivo,30
Producto_16,Tienda_1,2023-07-04,53,313.97,Deportes,Zona Oeste,1,0,Crédito,20
Producto_43,Tienda_4,2023-10-22,8,146.58,Deportes,Zona Este,1,1,Efectivo,100
Producto_47,Tienda_8,2022-08-20,56,424.72,Alimentos,Zona Oeste,0,0,Crédito,20
Producto_32,Tienda_4,2022-03-25,20,119.16,Deportes,Zona Sur,0,0,Efectivo,5
Producto_2,Tienda_2,2023-03-19,37,343.2,Hogar,Zona Sur,1,1,Crédito,10
Producto_19,Tienda_8,2023-01-06,26,205.31,Deportes,Zona Norte,0,1,Crédito,300
Producto_39,Tienda_8,2022-02-01,43,157.35,Electrónica,Zona Norte,0,0,Efectivo,5
Producto_44,Tienda_5,2022-10-06,33,342.67,Ropa,Zona Sur,1,0,Efectivo,200
Producto_33,Tienda_5,2022-05-15,50,203.57,Hogar,Zona Oeste,0,0,Efectivo,10
Producto_16,Tienda_7,2022-09-07,78,206.3,Hogar,Zona Este,0,0,Efectivo,50
Producto_16,Tienda_10,2022-04-27,34,80.22,Hogar,Zona Este,0,1,Tarjeta,100
Producto_25,Tienda_4,2023-04-25,1,337.16,Hogar,Zona Norte,1,1,Crédito,500
Producto_27,Tienda_1,2023-10-19,46,201.4,Alimentos,Zona Oeste,0,1,Crédito,300
Producto_8,Tienda_1,2023-09-26,23,131.14,Deportes,Zona Oeste,1,0,Tarjeta,50
Producto_1,Tienda_8,2023-07-14,81,265.26,Electrónica,Zona Sur,1,0,Crédito,10
Producto_39,Tienda_8,2022-02-18,6,188.7,Alimentos,Zona Oeste,0,1,Crédito,100
Producto_20,Tienda_8,2023-08-11,8,156.43,Ropa,Zona Este,0,0,Efectivo,30
Producto_40,Tienda_7,2023-10-16,30,290.03,Juguetes,Zona Sur,0,0,Efectivo,10
Producto_44,Tienda_5,2022-03-14,82,421.48,Alimentos,Zona Este,1,0,Efectivo,30
Producto_42,Tienda_8,2023-07-09,56,343.04,Juguetes,Zona Este,0,0,Efectivo,200
Producto_10,Tienda_7,2022-08-06,19,474.25,Alimentos,Zona Oeste,1,1,Tarjeta,300
Producto_47,Tienda_1,2023-11-16,81,343.28,Ropa,Zona Norte,0,1,Tarjeta,50
Producto_16,Tienda_1,2022-03-03,93,285.16,Deportes,Zona Norte,0,0,Efectivo,5
Producto_23,Tienda_1,2022-12-15,60,432.89,Juguetes,Zona Este,0,0,Crédito,500
Producto_49,Tienda_3,2023-09-23,47,456.12,Deportes,Zona Oeste,1,0,Crédito,50
Producto_6,Tienda_4,2022-07-07,47,15.93,Juguetes,Zona Sur,1,0,Crédito,200
Producto_50,Tienda_3,2023-11-02,76,441.74,Juguetes,Zona Oeste,1,0,Efectivo,20
Producto_45,Tienda_2,2022-06-16,12,10.5,Alimentos,Zona Este,0,0,Tarjeta,30
Producto_31,Tienda_3,2022-04-29,52,300.93,Deportes,Zona Norte,0,1,Efectivo,5
Producto_2,Tienda_1,2023-01-06,16,481.35,Alimentos,Zona Norte,1,0,Crédito,500
Producto_27,Tienda_6,2023-04-03,39,125.45,Juguetes,Zona Oeste,0,0,Tarjeta,30
Producto_19,Tienda_10,2022-11-10,15,226.81,Juguetes,Zona Sur,1,0,Efectivo,500
Producto_4,Tienda_7,2023-09-05,5,134.9,Alimentos,Zona Sur,0,0,Efectivo,100
Producto_30,Tienda_5,2023-11-27,6,302.49,Juguetes,Zona Norte,1,0,Efectivo,200
Producto_23,Tienda_2,2022-08-06,36,189.08,Ropa,Zona Norte,1,0,Crédito,10
Producto_28,Tienda_7,2023-10-18,44,120.92,Juguetes,Zona Este,1,0,Efectivo,200
Producto_26,Tienda_5,2022-02-28,81,346.22,Ropa,Zona Este,1,1,Crédito,20
Producto_35,Tienda_1,2023-12-27,15,174.99,Alimentos,Zona Sur,0,0,Efectivo,50
Producto_49,Tienda_4,2022-01-30,95,75.42,Ropa,Zona Sur,0,0,Efectivo,300
Producto_9,Tienda_5,2023-12-13,96,222.73,Electrónica,Zona Sur,1,0,Crédito,20
Producto_27,Tienda_10,2023-12-01,36,313.78,Electrónica,Zona Norte,0,1,Crédito,200
Producto_11,Tienda_6,2023-02-17,84,94.62,Electrónica,Zona Este,0,1,Tarjeta,100
Producto_44,Tienda_7,2022-02-15,1,151.64,Electrónica,Zona Sur,1,1,Tarjeta,300
Producto_50,Tienda_5,2023-12-08,66,122.2,Electrónica,Zona Sur,1,1,Crédito,5
Producto_17,Tienda_7,2023-09-19,51,374.65,Hogar,Zona Este,0,1,Efectivo,100
Producto_26,Tienda_7,2022-06-24,13,103.76,Ropa,Zona Oeste,0,1,Crédito,100
Producto_29,Tienda_9,2023-11-27,32,292.29,Ropa,Zona Este,0,1,Tarjeta,200
Producto_36,Tienda_2,2022-05-09,90,452.24,Deportes,Zona Norte,0,0,Tarjeta,100
Producto_14,Tienda_7,2023-02-08,98,449.51,Hogar,Zona Sur,1,1,Crédito,200
Producto_8,Tienda_4,2023-02-04,13,218.4,Hogar,Zona Norte,1,0,Tarjeta,30
Producto_11,Tienda_5,2022-07-14,41,101.49,Alimentos,Zona Norte,1,1,Efectivo,100
Producto_2,Tienda_1,2022-04-08,43,95.46,Electrónica,Zona Sur,1,1,Tarjeta,200
Producto_4,Tienda_10,2022-05-21,23,262.34,Ropa,Zona Este,1,1,Efectivo,50
Producto_45,Tienda_4,2022-05-26,67,414.02,Juguetes,Zona Oeste,1,1,Efectivo,20
Producto_42,Tienda_7,2022-05-15,58,240.28,Ropa,Zona Oeste,0,1,Tarjeta,100
Producto_8,Tienda_3,2022-08-14,82,69.72,Deportes,Zona Este,0,0,Efectivo,50
Producto_45,Tienda_8,2022-12-31,94,145.99,Electrónica,Zona Sur,1,1,Tarjeta,20
Producto_10,Tienda_3,2023-06-22,35,392.87,Juguetes,Zona Este,1,0,Tarjeta,5
Producto_7,Tienda_3,2022-11-08,61,75.39,Ropa,Zona Este,0,1,Tarjeta,30
Producto_33,Tienda_7,2022-03-17,36,362.67,Alimentos,Zona Sur,1,1,Efectivo,5
Producto_26,Tienda_9,2023-04-12,63,448.09,Electrónica,Zona Este,1,1,Efectivo,5
Producto_14,Tienda_10,2022-01-13,46,323.27,Juguetes,Zona Este,0,1,Tarjeta,200
Producto_15,Tienda_3,2023-09-03,15,205.32,Electrónica,Zona Sur,0,1,Tarjeta,20
Producto_5,Tienda_2,2023-09-26,9,233.29,Alimentos,Zona Este,0,1,Crédito,20
Producto_41,Tienda_7,2023-01-03,68,459.18,Alimentos,Zona Sur,0,1,Crédito,200
Producto_42,Tienda_8,2022-05-28,99,195.97,Electrónica,Zona Norte,1,0,Efectivo,100
Producto_6,Tienda_1,2022-09-03,93,485.89,Ropa,Zona Norte,1,1,Crédito,50
Producto_6,Tienda_5,2023-04-23,98,67.94,Ropa,Zona Este,1,1,Efectivo,300
Producto_29,Tienda_7,2022-05-11,64,418.65,Electrónica,Zona Oeste,1,0,Efectivo,10
Producto_40,Tienda_5,2022-05-21,67,164.12,Deportes,Zona Norte,1,0,Crédito,50
Producto_30,Tienda_3,2022-08-13,41,15.02,Juguetes,Zona Sur,1,1,Tarjeta,50
Producto_18,Tienda_9,2023-02-18,57,140.16,Alimentos,Zona Este,0,0,Crédito,300
Producto_2,Tienda_7,2022-04-19,55,239.71,Juguetes,Zona Norte,0,0,Tarjeta,100
Producto_16,Tienda_2,2023-10-26,78,176.41,Alimentos,Zona Oeste,0,0,Crédito,50
Producto_11,Tienda_4,2023-04-02,84,116.36,Alimentos,Zona Norte,0,0,Crédito,200
Producto_34,Tienda_7,2022-02-25,27,6.81,Juguetes,Zona Este,1,1,Tarjeta,10
Producto_24,Tienda_1,2022-08-20,26,460.84,Ropa,Zona Norte,0,1,Crédito,500
Producto_37,Tienda_1,2023-03-13,85,227.4,Alimentos,Zona Sur,1,0,Tarjeta,20
Producto_47,Tienda_10,2023-08-30,8,294.27,Deportes,Zona Oeste,1,0,Tarjeta,100
Producto_39,Tienda_1,2022-08-06,27,273.88,Hogar,Zona Oeste,0,1,Efectivo,100
Producto_23,Tienda_4,2023-03-13,89,338.05,Deportes,Zona Este,0,1,Crédito,20
